date=2026-05-22, mr20=57.3844%, u4=46, d4=19, w20=21, universe=887
date=2019-02-25, mr20=50.3559%, u4=43, d4=1, w20=15, universe=562
date=2019-02-22, mr20=45.0178%, u4=47, d4=2, w20=7, universe=562
date=2019-02-21, mr20=33.274%, u4=50, d4=1, w20=2, universe=562
date=2019-02-20, mr20=24.7331%, u4=40, d4=2, w20=3, universe=562
date=2019-02-19, mr20=16.0142%, u4=20, d4=4, w20=1, universe=562
date=2019-02-18, mr20=13.1673%, u4=8, d4=21, w20=2, universe=562
date=2019-02-15, mr20=16.0142%, u4=10, d4=25, w20=3, universe=562
date=2019-02-14, mr20=16.0142%, u4=24, d4=18, w20=1, universe=562
date=2019-02-13, mr20=16.3701%, u4=14, d4=22, w20=2, universe=562
date=2019-02-12, mr20=17.4377%, u4=25, d4=18, w20=2, universe=562
date=2019-02-11, mr20=16.9039%, u4=7, d4=50, w20=0, universe=562
date=2019-02-08, mr20=21.8861%, u4=10, d4=27, w20=2, universe=562
date=2019-02-07, mr20=30.2491%, u4=30, d4=6, w20=0, universe=562
date=2019-02-06, mr20=25.1337%, u4=28, d4=16, w20=0, universe=561
date=2019-02-05, mr20=21.9643%, u4=10, d4=35, w20=2, universe=560
date=2019-02-04, mr20=23.1729%, u4=12, d4=31, w20=2, universe=561
date=2019-02-01, mr20=28.164%, u4=19, d4=19, w20=0, universe=561
date=2019-01-31, mr20=26.738%, u4=31, d4=13, w20=0, universe=561
date=2019-01-30, mr20=19.9643%, u4=33, d4=10, w20=1, universe=561
date=2019-01-29, mr20=15.508%, u4=14, d4=15, w20=2, universe=561
date=2019-01-28, mr20=14.082%, u4=7, d4=74, w20=0, universe=561
date=2019-01-25, mr20=19.4296%, u4=8, d4=35, w20=0, universe=561
date=2019-01-24, mr20=25.4902%, u4=12, d4=19, w20=1, universe=561
date=2019-01-23, mr20=26.9162%, u4=14, d4=10, w20=2, universe=561
date=2019-01-22, mr20=28.164%, u4=7, d4=11, w20=2, universe=561
date=2019-01-21, mr20=33.0357%, u4=12, d4=18, w20=4, universe=560
date=2019-01-18, mr20=38.75%, u4=6, d4=18, w20=1, universe=560
date=2019-01-17, mr20=46.6071%, u4=11, d4=5, w20=2, universe=560
date=2019-01-16, mr20=52.5%, u4=20, d4=3, w20=5, universe=560
date=2019-01-15, mr20=49.4643%, u4=25, d4=3, w20=1, universe=560
date=2019-01-14, mr20=40.8929%, u4=10, d4=5, w20=2, universe=560
date=2019-01-11, mr20=46.6071%, u4=11, d4=3, w20=2, universe=560
date=2019-01-10, mr20=47.8571%, u4=14, d4=1, w20=2, universe=560
date=2019-01-09, mr20=47.1429%, u4=13, d4=2, w20=2, universe=560
date=2019-01-08, mr20=48.2143%, u4=14, d4=8, w20=1, universe=560
date=2019-01-07, mr20=47.6786%, u4=15, d4=5, w20=3, universe=560
date=2019-01-04, mr20=46.5241%, u4=12, d4=1, w20=4, universe=561
date=2019-01-03, mr20=44.9198%, u4=11, d4=8, w20=4, universe=561
date=2019-01-02, mr20=55.0802%, u4=7, d4=8, w20=7, universe=561
date=2019-01-01, mr20=65.5971%, u4=15, d4=2, w20=5, universe=561
date=2018-12-31, mr20=62.3886%, u4=15, d4=4, w20=3, universe=561
date=2018-12-28, mr20=56.8627%, u4=15, d4=0, w20=1, universe=561
date=2018-12-27, mr20=49.0196%, u4=18, d4=3, w20=1, universe=561
date=2018-12-26, mr20=43.1373%, u4=11, d4=3, w20=2, universe=561
date=2018-12-24, mr20=43.4938%, u4=5, d4=21, w20=3, universe=561
date=2018-12-21, mr20=60%, u4=7, d4=14, w20=6, universe=560
date=2018-12-20, mr20=74.6429%, u4=21, d4=5, w20=6, universe=560
date=2018-12-19, mr20=76.6071%, u4=56, d4=2, w20=5, universe=560
date=2018-12-18, mr20=67.1429%, u4=23, d4=6, w20=8, universe=560
date=2018-12-17, mr20=66.7857%, u4=21, d4=1, w20=8, universe=560
date=2018-12-14, mr20=60%, u4=15, d4=2, w20=3, universe=560
date=2018-12-13, mr20=61.6071%, u4=36, d4=2, w20=1, universe=560
date=2018-12-12, mr20=56.9643%, u4=101, d4=1, w20=1, universe=560
date=2018-12-11, mr20=30.7143%, u4=45, d4=4, w20=1, universe=560
date=2018-12-10, mr20=17.1429%, u4=4, d4=47, w20=1, universe=560
date=2018-12-07, mr20=30.1786%, u4=9, d4=10, w20=2, universe=560
date=2018-12-06, mr20=28.0357%, u4=2, d4=30, w20=1, universe=560
date=2018-12-05, mr20=40.5357%, u4=7, d4=19, w20=2, universe=560
date=2018-12-04, mr20=50.6261%, u4=15, d4=2, w20=2, universe=559
date=2018-12-03, mr20=51.1628%, u4=33, d4=8, w20=2, universe=559
date=2018-11-30, mr20=48.6583%, u4=24, d4=10, w20=3, universe=559
date=2018-11-29, mr20=42.576%, u4=25, d4=7, w20=1, universe=559
date=2018-11-28, mr20=37.3214%, u4=18, d4=19, w20=2, universe=560
date=2018-11-27, mr20=44.6429%, u4=20, d4=3, w20=2, universe=560
date=2018-11-26, mr20=43.0357%, u4=18, d4=8, w20=3, universe=560
date=2018-11-22, mr20=44.6429%, u4=15, d4=5, w20=3, universe=560
date=2018-11-21, mr20=49.1071%, u4=23, d4=4, w20=5, universe=560
date=2018-11-20, mr20=47.3214%, u4=9, d4=24, w20=5, universe=560
date=2018-11-19, mr20=57.3214%, u4=22, d4=5, w20=3, universe=560
date=2018-11-16, mr20=54.2857%, u4=13, d4=17, w20=3, universe=560
date=2018-11-15, mr20=57.424%, u4=26, d4=19, w20=2, universe=559
date=2018-11-14, mr20=60.1073%, u4=18, d4=21, w20=3, universe=559
date=2018-11-13, mr20=64.9374%, u4=18, d4=11, w20=6, universe=559
date=2018-11-12, mr20=65.1163%, u4=22, d4=17, w20=6, universe=559
date=2018-11-09, mr20=72.2719%, u4=47, d4=9, w20=9, universe=559
date=2018-11-07, mr20=73.703%, u4=14, d4=0, w20=9, universe=559
date=2018-11-06, mr20=62.0751%, u4=22, d4=8, w20=17, universe=559
date=2018-11-05, mr20=63.9785%, u4=22, d4=13, w20=19, universe=558
date=2018-11-02, mr20=64.8746%, u4=61, d4=9, w20=27, universe=558
date=2018-11-01, mr20=57.1685%, u4=55, d4=4, w20=26, universe=558
date=2018-10-31, mr20=52.509%, u4=60, d4=4, w20=13, universe=558
date=2018-10-30, mr20=40.3226%, u4=44, d4=8, w20=9, universe=558
date=2018-10-29, mr20=33.3333%, u4=91, d4=1, w20=2, universe=558
date=2018-10-26, mr20=15.233%, u4=17, d4=13, w20=0, universe=558
date=2018-10-25, mr20=15.0538%, u4=12, d4=31, w20=0, universe=558
date=2018-10-24, mr20=16.6667%, u4=31, d4=15, w20=0, universe=558
date=2018-10-23, mr20=12.1864%, u4=6, d4=37, w20=0, universe=558
date=2018-10-22, mr20=14.8746%, u4=6, d4=33, w20=2, universe=558
date=2018-10-19, mr20=22.043%, u4=9, d4=48, w20=3, universe=558
date=2018-10-17, mr20=27.7778%, u4=7, d4=65, w20=8, universe=558
date=2018-10-16, mr20=43.9068%, u4=57, d4=3, w20=51, universe=558
date=2018-10-15, mr20=29.5699%, u4=65, d4=2, w20=28, universe=558
date=2018-10-12, mr20=17.9211%, u4=88, d4=1, w20=12, universe=558
date=2018-10-11, mr20=6.9892%, u4=26, d4=33, w20=4, universe=558
date=2018-10-10, mr20=9.6948%, u4=158, d4=3, w20=1, universe=557
date=2018-10-09, mr20=2.8725%, u4=23, d4=38, w20=1, universe=557
date=2018-10-08, mr20=1.7953%, u4=9, d4=91, w20=1, universe=557
date=2018-10-05, mr20=2.3339%, u4=2, d4=77, w20=0, universe=557
date=2018-10-04, mr20=3.4111%, u4=12, d4=62, w20=0, universe=557
date=2018-10-03, mr20=6.4632%, u4=34, d4=23, w20=0, universe=557
date=2018-10-01, mr20=5.7451%, u4=20, d4=33, w20=1, universe=557
date=2018-09-28, mr20=5.7451%, u4=6, d4=173, w20=0, universe=557
date=2018-09-27, mr20=9.3525%, u4=14, d4=59, w20=1, universe=556
date=2018-09-26, mr20=13.3094%, u4=23, d4=17, w20=1, universe=556
date=2018-09-25, mr20=10.4317%, u4=12, d4=37, w20=0, universe=556
date=2018-09-24, mr20=9.1727%, u4=3, d4=40, w20=1, universe=556
date=2018-09-21, mr20=16.5468%, u4=7, d4=156, w20=2, universe=556
date=2018-09-19, mr20=25%, u4=6, d4=20, w20=5, universe=556
date=2018-09-18, mr20=29.6763%, u4=9, d4=21, w20=6, universe=556
date=2018-09-17, mr20=40.2878%, u4=29, d4=6, w20=8, universe=556
date=2018-09-14, mr20=41.9065%, u4=53, d4=2, w20=6, universe=556
date=2018-09-12, mr20=28.4173%, u4=19, d4=14, w20=1, universe=556
date=2018-09-11, mr20=28.2374%, u4=3, d4=20, w20=0, universe=556
date=2018-09-10, mr20=39.9281%, u4=13, d4=13, w20=0, universe=556
date=2018-09-07, mr20=46.4029%, u4=40, d4=3, w20=1, universe=556
date=2018-09-06, mr20=40.4676%, u4=31, d4=5, w20=1, universe=556
date=2018-09-05, mr20=35.4317%, u4=16, d4=20, w20=1, universe=556
date=2018-09-04, mr20=40.4676%, u4=3, d4=50, w20=3, universe=556
date=2018-09-03, mr20=59.3525%, u4=15, d4=10, w20=4, universe=556
date=2018-08-31, mr20=62.4101%, u4=27, d4=2, w20=4, universe=556
date=2018-08-30, mr20=59.1727%, u4=25, d4=1, w20=5, universe=556
date=2018-08-29, mr20=58.9928%, u4=25, d4=8, w20=7, universe=556
date=2018-08-28, mr20=57.9137%, u4=23, d4=8, w20=7, universe=556
date=2018-08-27, mr20=61.5108%, u4=37, d4=6, w20=6, universe=556
date=2018-08-24, mr20=55.2158%, u4=18, d4=1, w20=10, universe=556
date=2018-08-23, mr20=56.2162%, u4=23, d4=5, w20=9, universe=555
date=2018-08-21, mr20=60.9009%, u4=32, d4=1, w20=6, universe=555
date=2018-08-17, mr20=53.1532%, u4=30, d4=3, w20=4, universe=555
date=2018-08-16, mr20=46.1261%, u4=20, d4=11, w20=5, universe=555
date=2018-08-14, mr20=49.009%, u4=20, d4=16, w20=1, universe=555
date=2018-08-13, mr20=47.9279%, u4=17, d4=23, w20=2, universe=555
date=2018-08-10, mr20=58.5586%, u4=18, d4=19, w20=4, universe=555
date=2018-08-09, mr20=64.6847%, u4=35, d4=12, w20=8, universe=555
date=2018-08-08, mr20=69.5495%, u4=23, d4=12, w20=8, universe=555
date=2018-08-07, mr20=71.7117%, u4=22, d4=20, w20=12, universe=555
date=2018-08-06, mr20=77.7978%, u4=35, d4=8, w20=15, universe=554
date=2018-08-03, mr20=78.7004%, u4=53, d4=2, w20=14, universe=554
date=2018-08-02, mr20=72.9242%, u4=31, d4=4, w20=12, universe=554
date=2018-08-01, mr20=74.3682%, u4=27, d4=5, w20=10, universe=554
date=2018-07-31, mr20=73.4657%, u4=37, d4=10, w20=8, universe=554
date=2018-07-30, mr20=73.4657%, u4=54, d4=0, w20=15, universe=554
date=2018-07-27, mr20=66.787%, u4=45, d4=4, w20=13, universe=554
date=2018-07-26, mr20=56.1372%, u4=38, d4=4, w20=6, universe=554
date=2018-07-25, mr20=54.6931%, u4=28, d4=5, w20=5, universe=554
date=2018-07-24, mr20=51.6245%, u4=125, d4=1, w20=5, universe=554
date=2018-07-23, mr20=29.7834%, u4=39, d4=6, w20=5, universe=554
date=2018-07-20, mr20=21.6606%, u4=26, d4=10, w20=3, universe=554
date=2018-07-19, mr20=17.6895%, u4=5, d4=35, w20=2, universe=554
date=2018-07-18, mr20=21.2996%, u4=9, d4=22, w20=0, universe=554
date=2018-07-17, mr20=26.7148%, u4=37, d4=6, w20=3, universe=554
date=2018-07-16, mr20=18.0505%, u4=1, d4=88, w20=0, universe=554
date=2018-07-13, mr20=32.852%, u4=11, d4=26, w20=1, universe=554
date=2018-07-12, mr20=42.5993%, u4=15, d4=8, w20=4, universe=554
date=2018-07-11, mr20=43.5018%, u4=21, d4=8, w20=2, universe=554
date=2018-07-10, mr20=50.5415%, u4=33, d4=1, w20=5, universe=554
date=2018-07-09, mr20=38.9892%, u4=44, d4=4, w20=6, universe=554
date=2018-07-06, mr20=26.3538%, u4=25, d4=3, w20=3, universe=554
date=2018-07-05, mr20=22.5632%, u4=13, d4=12, w20=1, universe=554
date=2018-07-04, mr20=24.0072%, u4=26, d4=9, w20=4, universe=554
date=2018-07-03, mr20=19.4946%, u4=24, d4=7, w20=0, universe=554
date=2018-07-02, mr20=15.1899%, u4=12, d4=14, w20=0, universe=553
date=2018-06-29, mr20=19.8915%, u4=49, d4=3, w20=0, universe=553
date=2018-06-28, mr20=9.2224%, u4=5, d4=51, w20=0, universe=553
date=2018-06-27, mr20=13.587%, u4=6, d4=89, w20=0, universe=552
date=2018-06-26, mr20=20.1087%, u4=4, d4=26, w20=0, universe=552
date=2018-06-25, mr20=20.6897%, u4=4, d4=16, w20=1, universe=551
date=2018-06-22, mr20=23.775%, u4=13, d4=7, w20=2, universe=551
date=2018-06-21, mr20=24.3194%, u4=5, d4=20, w20=2, universe=551
date=2018-06-20, mr20=27.9492%, u4=14, d4=6, w20=1, universe=551
date=2018-06-19, mr20=24.5009%, u4=6, d4=23, w20=1, universe=551
date=2018-06-18, mr20=33.4545%, u4=7, d4=11, w20=2, universe=550
date=2018-06-15, mr20=39.0909%, u4=17, d4=9, w20=3, universe=550
date=2018-06-14, mr20=44.7273%, u4=15, d4=3, w20=4, universe=550
date=2018-06-13, mr20=48.1818%, u4=15, d4=2, w20=11, universe=550
date=2018-06-12, mr20=50.7273%, u4=30, d4=1, w20=18, universe=550
date=2018-06-11, mr20=44.1818%, u4=29, d4=3, w20=8, universe=550
date=2018-06-08, mr20=38.3636%, u4=37, d4=3, w20=1, universe=550
date=2018-06-07, mr20=34.3013%, u4=65, d4=2, w20=0, universe=551
date=2018-06-06, mr20=20.1452%, u4=55, d4=6, w20=0, universe=551
date=2018-06-05, mr20=12.5227%, u4=3, d4=101, w20=0, universe=551
date=2018-06-04, mr20=20.6897%, u4=3, d4=61, w20=1, universe=551
date=2018-06-01, mr20=29.0381%, u4=3, d4=31, w20=1, universe=551
date=2018-05-31, mr20=37.2051%, u4=13, d4=22, w20=4, universe=551
date=2018-05-30, mr20=40.1089%, u4=15, d4=4, w20=4, universe=551
date=2018-05-29, mr20=41.0163%, u4=15, d4=11, w20=5, universe=551
date=2018-05-28, mr20=46.2795%, u4=70, d4=6, w20=9, universe=551
date=2018-05-25, mr20=29.2196%, u4=52, d4=5, w20=3, universe=551
date=2018-05-24, mr20=19.0563%, u4=15, d4=17, w20=2, universe=551
date=2018-05-23, mr20=19.6007%, u4=19, d4=11, w20=1, universe=551
date=2018-05-22, mr20=19.2727%, u4=28, d4=3, w20=1, universe=550
date=2018-05-21, mr20=14.882%, u4=9, d4=57, w20=1, universe=551
date=2018-05-18, mr20=19.9637%, u4=7, d4=27, w20=2, universe=551
date=2018-05-17, mr20=28.6751%, u4=29, d4=9, w20=2, universe=551
date=2018-05-16, mr20=26.3158%, u4=12, d4=13, w20=0, universe=551
date=2018-05-15, mr20=27.4047%, u4=7, d4=21, w20=0, universe=551
date=2018-05-14, mr20=31.0345%, u4=11, d4=32, w20=0, universe=551
date=2018-05-11, mr20=35.2087%, u4=14, d4=8, w20=1, universe=551
date=2018-05-10, mr20=31.9419%, u4=8, d4=19, w20=1, universe=551
date=2018-05-09, mr20=43.3757%, u4=18, d4=3, w20=2, universe=551
date=2018-05-08, mr20=47.3684%, u4=15, d4=5, w20=1, universe=551
date=2018-05-07, mr20=45.9165%, u4=36, d4=10, w20=1, universe=551
date=2018-05-04, mr20=40.4719%, u4=13, d4=9, w20=1, universe=551
date=2018-05-03, mr20=42.8312%, u4=6, d4=20, w20=1, universe=551
date=2018-05-02, mr20=52.6316%, u4=11, d4=30, w20=1, universe=551
date=2018-04-30, mr20=65.1543%, u4=33, d4=6, w20=6, universe=551
date=2018-04-27, mr20=60.0726%, u4=23, d4=6, w20=3, universe=551
date=2018-04-26, mr20=55.5354%, u4=14, d4=7, w20=5, universe=551
date=2018-04-25, mr20=1.6334%, u4=3, d4=1, w20=3, universe=551
